BlockIO,CPUPerc,Container,ID,MemPerc,MemUsage,Name,NetIO,PIDs,timestamp
15.7MB / 81.9kB,0.00%,18e7ac95a5dd,18e7ac95a5dd,2.85%,449.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,164,2025-08-14T17:15:40.139741
15.7MB / 81.9kB,0.00%,18e7ac95a5dd,18e7ac95a5dd,2.85%,449.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,164,2025-08-14T17:15:40.139771
15.7MB / 81.9kB,0.00%,18e7ac95a5dd,18e7ac95a5dd,2.85%,449.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,164,2025-08-14T17:15:40.639748
15.7MB / 81.9kB,0.00%,18e7ac95a5dd,18e7ac95a5dd,2.85%,449.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,164,2025-08-14T17:15:40.639773
15.7MB / 81.9kB,4.33%,18e7ac95a5dd,18e7ac95a5dd,2.85%,449.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,164,2025-08-14T17:15:41.139255
15.7MB / 81.9kB,4.33%,18e7ac95a5dd,18e7ac95a5dd,2.85%,449.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,164,2025-08-14T17:15:41.139272
15.7MB / 81.9kB,4.33%,18e7ac95a5dd,18e7ac95a5dd,2.85%,449.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,164,2025-08-14T17:15:41.639950
15.7MB / 81.9kB,4.33%,18e7ac95a5dd,18e7ac95a5dd,2.85%,449.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,164,2025-08-14T17:15:41.639968
15.7MB / 81.9kB,3.87%,18e7ac95a5dd,18e7ac95a5dd,2.85%,449.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,164,2025-08-14T17:15:42.139703
15.7MB / 81.9kB,3.87%,18e7ac95a5dd,18e7ac95a5dd,2.85%,449.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,164,2025-08-14T17:15:42.139729
