timestamp,message,rpm
1756294370.435509,can_wheel_rpm,0.0
1756294370.435608542,/rover/wheel_front_left/wheel_status,0.0
1756294370.636866,can_wheel_rpm,0.0
1756294370.637004367,/rover/wheel_front_left/wheel_status,0.0
1756294370.840000,can_wheel_rpm,0.0
1756294370.840120272,/rover/wheel_front_left/wheel_status,0.0
1756294371.034968,can_wheel_rpm,0.0
1756294371.035155720,/rover/wheel_front_left/wheel_status,0.0
1756294371.236788,can_wheel_rpm,0.0
1756294371.236879886,/rover/wheel_front_left/wheel_status,0.0
1756294371.435712,can_wheel_rpm,0.0
1756294371.435896022,/rover/wheel_front_left/wheel_status,0.0
1756294371.635912,can_wheel_rpm,0.0
1756294371.636082525,/rover/wheel_front_left/wheel_status,0.0
1756294371.836227,can_wheel_rpm,0.0
1756294371.836410377,/rover/wheel_front_left/wheel_status,0.0
1756294372.036529,can_wheel_rpm,0.0
1756294372.036824926,/rover/wheel_front_left/wheel_status,0.0
1756294372.236712,can_wheel_rpm,0.0
1756294372.236925377,/rover/wheel_front_left/wheel_status,0.0
1756294372.436776,can_wheel_rpm,0.0
1756294372.437008701,/rover/wheel_front_left/wheel_status,0.0
1756294372.637112,can_wheel_rpm,0.0
1756294372.637263758,/rover/wheel_front_left/wheel_status,0.0
1756294372.837400,can_wheel_rpm,0.0
1756294372.837661653,/rover/wheel_front_left/wheel_status,0.0
1756294373.037603,can_wheel_rpm,0.0
1756294373.037838694,/rover/wheel_front_left/wheel_status,0.0
1756294373.237855,can_wheel_rpm,0.0
1756294373.238113089,/rover/wheel_front_left/wheel_status,0.0
1756294373.438012,can_wheel_rpm,38.453304290771484
1756294373.438200853,/rover/wheel_front_left/wheel_status,38.453304290771484
1756294373.638290,can_wheel_rpm,51.896244049072266
1756294373.638570665,/rover/wheel_front_left/wheel_status,51.896244049072266
1756294373.838448,can_wheel_rpm,63.29740905761719
1756294373.838857374,/rover/wheel_front_left/wheel_status,63.29740905761719
1756294374.038747,can_wheel_rpm,62.68377685546875
1756294374.039054085,/rover/wheel_front_left/wheel_status,62.68377685546875
1756294374.238894,can_wheel_rpm,65.6008071899414
1756294374.239135414,/rover/wheel_front_left/wheel_status,65.6008071899414
1756294374.439184,can_wheel_rpm,67.40447998046875
1756294374.439506175,/rover/wheel_front_left/wheel_status,67.40447998046875
1756294374.639249,can_wheel_rpm,71.65837860107422
1756294374.639525986,/rover/wheel_front_left/wheel_status,71.65837860107422
1756294374.839371,can_wheel_rpm,68.46368408203125
1756294374.839559545,/rover/wheel_front_left/wheel_status,68.46368408203125
1756294375.039781,can_wheel_rpm,65.2658462524414
1756294375.040108373,/rover/wheel_front_left/wheel_status,65.2658462524414
1756294375.239989,can_wheel_rpm,64.00460815429688
1756294375.240290219,/rover/wheel_front_left/wheel_status,64.00460815429688
1756294375.440035,can_wheel_rpm,73.20281219482422
1756294375.440226251,/rover/wheel_front_left/wheel_status,73.20281219482422
1756294375.640377,can_wheel_rpm,72.99299621582031
1756294375.640673570,/rover/wheel_front_left/wheel_status,72.99299621582031
1756294375.840492,can_wheel_rpm,69.91561889648438
1756294375.840727283,/rover/wheel_front_left/wheel_status,69.91561889648438
1756294376.040727,can_wheel_rpm,68.50437927246094
1756294376.040998982,/rover/wheel_front_left/wheel_status,68.50437927246094
1756294376.240907,can_wheel_rpm,115.83180236816406
1756294376.241173737,/rover/wheel_front_left/wheel_status,115.83180236816406
1756294376.441120,can_wheel_rpm,130.7251739501953
1756294376.441407680,/rover/wheel_front_left/wheel_status,130.7251739501953
1756294376.641269,can_wheel_rpm,133.0488739013672
1756294376.641560997,/rover/wheel_front_left/wheel_status,133.0488739013672
1756294376.841510,can_wheel_rpm,136.94342041015625
1756294376.841801622,/rover/wheel_front_left/wheel_status,136.94342041015625
1756294377.041599,can_wheel_rpm,133.4480743408203
1756294377.041758714,/rover/wheel_front_left/wheel_status,133.4480743408203
1756294377.241801,can_wheel_rpm,133.35308837890625
1756294377.241974617,/rover/wheel_front_left/wheel_status,133.35308837890625
1756294377.442004,can_wheel_rpm,135.70770263671875
1756294377.442194357,/rover/wheel_front_left/wheel_status,135.70770263671875
1756294377.642029,can_wheel_rpm,135.32223510742188
1756294377.642129743,/rover/wheel_front_left/wheel_status,135.32223510742188
1756294377.842186,can_wheel_rpm,134.28836059570312
1756294377.842289180,/rover/wheel_front_left/wheel_status,134.28836059570312
1756294378.042516,can_wheel_rpm,136.1511688232422
1756294378.042705741,/rover/wheel_front_left/wheel_status,136.1511688232422
