timestamp,interval,data,direction,jitter
1756294205.857744,0.009947061538696289,00DC050000,T,
1756294205.86788,0.010136127471923828,00DC050000,T,0.00018906593322753906
1756294205.878097,0.010216951370239258,00DC050000,T,8.082389831542969e-05
1756294205.887874,0.009776830673217773,00DC050000,T,0.0004401206970214844
1756294205.897824,0.00995016098022461,00DC050000,T,0.00017333030700683594
1756294205.907914,0.010089874267578125,00DC050000,T,0.00013971328735351562
1756294205.91793,0.01001596450805664,00DC050000,T,7.390975952148438e-05
1756294205.928062,0.010132074356079102,00DC050000,T,0.00011610984802246094
1756294205.937861,0.009799003601074219,00DC050000,T,0.0003330707550048828
1756294205.948123,0.010262012481689453,00DC050000,T,0.0004630088806152344
1756294205.958202,0.010078907012939453,00DC050000,T,0.00018310546875
1756294205.96795,0.009748220443725586,00DC050000,T,0.0003306865692138672
1756294205.978091,0.01014089584350586,00DC050000,T,0.00039267539978027344
1756294205.988083,0.009991884231567383,00DC050000,T,0.00014901161193847656
1756294205.997832,0.009749174118041992,00DC050000,T,0.00024271011352539062
1756294206.008179,0.01034688949584961,00DC050000,T,0.0005977153778076172
1756294206.01794,0.00976109504699707,00DC050000,T,0.0005857944488525391
1756294206.028348,0.01040792465209961,00DC050000,T,0.0006468296051025391
1756294206.038078,0.009730100631713867,00DC050000,T,0.0006778240203857422
1756294206.048061,0.009982824325561523,00DC050000,T,0.00025272369384765625
1756294206.057963,0.009902000427246094,00DC050000,T,8.082389831542969e-05
1756294206.067945,0.009982109069824219,00DC050000,T,8.0108642578125e-05
1756294206.078053,0.010107994079589844,00DC050000,T,0.000125885009765625
1756294206.087956,0.0099029541015625,00DC050000,T,0.00020503997802734375
1756294206.098064,0.010107994079589844,00DC050000,T,0.00020503997802734375
1756294206.108098,0.01003408432006836,00DC050000,T,7.390975952148438e-05
1756294206.117908,0.00980997085571289,00DC050000,T,0.00022411346435546875
1756294206.127764,0.009855985641479492,00DC050000,T,4.601478576660156e-05
1756294206.138106,0.010342121124267578,00DC050000,T,0.00048613548278808594
1756294206.14809,0.00998377799987793,00DC050000,T,0.00035834312438964844
1756294206.158201,0.010111093521118164,00DC050000,T,0.00012731552124023438
1756294206.168003,0.009802103042602539,00DC050000,T,0.000308990478515625
1756294206.177922,0.009918928146362305,00DC050000,T,0.00011682510375976562
1756294206.18783,0.009907960891723633,00DC050000,T,1.0967254638671875e-05
1756294206.198017,0.010186910629272461,00DC050000,T,0.0002789497375488281
1756294206.207772,0.009755134582519531,00DC050000,T,0.0004317760467529297
1756294206.218071,0.010298967361450195,00DC050000,T,0.0005438327789306641
1756294206.228178,0.010107040405273438,00DC050000,T,0.0001919269561767578
1756294206.238132,0.009953975677490234,00DC050000,T,0.00015306472778320312
1756294206.248095,0.009963035583496094,00DC050000,T,9.059906005859375e-06
1756294206.257825,0.009729862213134766,00DC050000,T,0.00023317337036132812
1756294206.26774,0.00991511344909668,00DC050000,T,0.00018525123596191406
1756294206.278114,0.010374069213867188,00DC050000,T,0.0004589557647705078
1756294206.288056,0.009941816329956055,00DC050000,T,0.0004322528839111328
1756294206.297934,0.009878158569335938,00DC050000,T,6.365776062011719e-05
1756294206.308068,0.010133981704711914,00DC050000,T,0.00025582313537597656
1756294206.31875,0.010681867599487305,00DC050000,T,0.0005478858947753906
1756294206.328073,0.0093231201171875,00DC050000,T,0.0013587474822998047
1756294206.337908,0.009835004806518555,00DC050000,T,0.0005118846893310547
1756294206.348093,0.010185003280639648,00DC050000,T,0.00034999847412109375
1756294206.35821,0.010117053985595703,00DC050000,T,6.794929504394531e-05
1756294206.36807,0.009859800338745117,00DC050000,T,0.00025725364685058594
1756294206.378039,0.009968996047973633,00DC050000,T,0.00010919570922851562
1756294206.388124,0.010085105895996094,00DC050000,T,0.00011610984802246094
1756294206.397939,0.009814977645874023,00DC050000,T,0.0002701282501220703
1756294206.4081,0.01016092300415039,00DC050000,T,0.0003459453582763672
1756294206.417894,0.009793996810913086,00DC050000,T,0.0003669261932373047
1756294206.428292,0.010398149490356445,00DC050000,T,0.0006041526794433594
1756294206.437769,0.009476900100708008,00DC050000,T,0.0009212493896484375
1756294206.447972,0.010203123092651367,00DC050000,T,0.0007262229919433594
1756294206.457768,0.009795904159545898,00DC050000,T,0.00040721893310546875
1756294206.467845,0.01007699966430664,00DC050000,T,0.0002810955047607422
1756294206.478036,0.010190963745117188,00DC050000,T,0.00011396408081054688
1756294206.488011,0.009974956512451172,00DC050000,T,0.00021600723266601562
1756294206.497968,0.009957075119018555,00DC050000,T,1.7881393432617188e-05
1756294206.50809,0.010122060775756836,00DC050000,T,0.00016498565673828125
1756294206.518357,0.010267019271850586,00DC050000,T,0.00014495849609375
1756294206.52792,0.009562969207763672,00DC050000,T,0.0007040500640869141
1756294206.538127,0.010206937789916992,00DC050000,T,0.0006439685821533203
1756294206.547943,0.009816169738769531,00DC050000,T,0.00039076805114746094
1756294206.558132,0.010188817977905273,00DC050000,T,0.0003726482391357422
1756294206.567874,0.009742021560668945,00DC050000,T,0.0004467964172363281
1756294206.577907,0.010033130645751953,00DC050000,T,0.0002911090850830078
1756294206.587997,0.010089874267578125,00DC050000,T,5.6743621826171875e-05
1756294206.598156,0.010159015655517578,00DC050000,T,6.914138793945312e-05
1756294206.607931,0.009774923324584961,00DC050000,T,0.0003840923309326172
1756294206.618105,0.010174036026000977,00DC050000,T,0.0003991127014160156
1756294206.628179,0.010074138641357422,00DC050000,T,9.989738464355469e-05
1756294206.638116,0.009936809539794922,00DC050000,T,0.0001373291015625
1756294206.648102,0.009986162185668945,00DC050000,T,4.935264587402344e-05
1756294206.658109,0.010006904602050781,00DC050000,T,2.0742416381835938e-05
1756294206.667909,0.009799957275390625,00DC050000,T,0.00020694732666015625
1756294206.677948,0.010039091110229492,00DC050000,T,0.0002391338348388672
1756294206.688254,0.010306119918823242,00DC050000,T,0.00026702880859375
1756294206.697904,0.009649991989135742,00DC050000,T,0.0006561279296875
1756294206.708064,0.010159969329833984,00DC050000,T,0.0005099773406982422
1756294206.718034,0.009969949722290039,00DC050000,T,0.0001900196075439453
1756294206.728125,0.010091066360473633,00DC050000,T,0.00012111663818359375
1756294206.737905,0.009779930114746094,00DC050000,T,0.00031113624572753906
1756294206.748017,0.01011204719543457,00DC050000,T,0.00033211708068847656
1756294206.757981,0.0099639892578125,00DC050000,T,0.0001480579376220703
1756294206.768098,0.010117053985595703,00DC050000,T,0.00015306472778320312
1756294206.777821,0.00972294807434082,00DC050000,T,0.0003941059112548828
1756294206.787903,0.010082006454467773,00DC050000,T,0.0003590583801269531
1756294206.797728,0.009824991226196289,00DC050000,T,0.0002570152282714844
1756294206.807657,0.00992894172668457,00DC050000,T,0.00010395050048828125
1756294206.817788,0.010130882263183594,00DC050000,T,0.00020194053649902344
1756294206.827877,0.01008915901184082,00DC050000,T,4.172325134277344e-05
1756294206.837859,0.009981870651245117,00DC050000,T,0.00010728836059570312
1756294206.848085,0.010226011276245117,00DC050000,T,0.000244140625
1756294206.857905,0.009819984436035156,00DC050000,T,0.00040602684020996094
1756294206.868062,0.010157108306884766,00DC050000,T,0.0003371238708496094
1756294206.877891,0.009829044342041016,00DC050000,T,0.00032806396484375
1756294206.888144,0.010252952575683594,00DC050000,T,0.0004239082336425781
1756294206.897982,0.009837865829467773,00DC050000,T,0.0004150867462158203
1756294206.908063,0.010081052780151367,00DC050000,T,0.00024318695068359375
1756294206.918054,0.009991168975830078,00DC050000,T,8.988380432128906e-05
1756294206.92792,0.009865999221801758,00DC050000,T,0.0001251697540283203
1756294206.937805,0.009884834289550781,00DC050000,T,1.8835067749023438e-05
1756294206.948094,0.01028895378112793,00DC050000,T,0.00040411949157714844
1756294206.958064,0.00997018814086914,00DC050000,T,0.00031876564025878906
1756294206.968111,0.010046958923339844,00DC050000,T,7.677078247070312e-05
1756294206.978072,0.00996088981628418,00DC050000,T,8.606910705566406e-05
1756294206.987889,0.009817123413085938,00DC050000,T,0.0001437664031982422
1756294206.997811,0.009922027587890625,00DC050000,T,0.0001049041748046875
1756294207.007831,0.010020017623901367,00DC050000,T,9.799003601074219e-05
1756294207.018022,0.010190963745117188,00DC050000,T,0.0001709461212158203
1756294207.028063,0.010040998458862305,00DC050000,T,0.0001499652862548828
1756294207.038081,0.010017871856689453,00DC050000,T,2.3126602172851562e-05
1756294207.047903,0.00982213020324707,00DC050000,T,0.0001957416534423828
1756294207.058115,0.010211944580078125,00DC050000,T,0.0003898143768310547
1756294207.067932,0.009816884994506836,00DC050000,T,0.00039505958557128906
1756294207.078075,0.010143041610717773,00DC050000,T,0.0003261566162109375
1756294207.087899,0.009824037551879883,00DC050000,T,0.0003190040588378906
1756294207.098111,0.010211944580078125,00DC050000,T,0.0003879070281982422
1756294207.107959,0.00984811782836914,00DC050000,T,0.0003638267517089844
1756294207.117983,0.010024070739746094,00DC050000,T,0.00017595291137695312
1756294207.128646,0.01066279411315918,00DC050000,T,0.0006387233734130859
1756294207.13811,0.009464025497436523,00DC050000,T,0.0011987686157226562
1756294207.148118,0.010008096694946289,00DC050000,T,0.0005440711975097656
1756294207.158123,0.010004997253417969,00DC050000,T,3.0994415283203125e-06
1756294207.168049,0.009926080703735352,00DC050000,T,7.891654968261719e-05
1756294207.177763,0.009713888168334961,00DC050000,T,0.00021219253540039062
1756294207.187846,0.01008296012878418,00DC050000,T,0.00036907196044921875
1756294207.19786,0.010014057159423828,00DC050000,T,6.890296936035156e-05
1756294207.207915,0.010055065155029297,00DC050000,T,4.100799560546875e-05
1756294207.217921,0.010005950927734375,00DC050000,T,4.9114227294921875e-05
1756294207.227851,0.009929895401000977,00DC050000,T,7.605552673339844e-05
1756294207.237921,0.010070085525512695,00DC050000,T,0.00014019012451171875
1756294207.24806,0.010138988494873047,00DC050000,T,6.890296936035156e-05
1756294207.257866,0.009805917739868164,00DC050000,T,0.0003330707550048828
1756294207.26845,0.010584115982055664,00DC050000,T,0.0007781982421875
1756294207.278098,0.00964808464050293,00DC050000,T,0.0009360313415527344
1756294207.288117,0.01001882553100586,00DC050000,T,0.0003707408905029297
1756294207.297936,0.00981903076171875,00DC050000,T,0.00019979476928710938
1756294207.307937,0.010000944137573242,00DC050000,T,0.0001819133758544922
1756294207.318131,0.010194063186645508,00DC050000,T,0.00019311904907226562
1756294207.327763,0.009632110595703125,00DC050000,T,0.0005619525909423828
1756294207.337837,0.01007390022277832,00DC050000,T,0.0004417896270751953
1756294207.347748,0.009911060333251953,00DC050000,T,0.0001628398895263672
1756294207.358139,0.010390996932983398,00DC050000,T,0.0004799365997314453
1756294207.368116,0.009976863861083984,00DC050000,T,0.00041413307189941406
1756294207.378128,0.010012149810791016,00DC050000,T,3.528594970703125e-05
1756294207.388136,0.010007858276367188,00DC050000,T,4.291534423828125e-06
1756294207.397719,0.009582996368408203,00DC050000,T,0.0004248619079589844
1756294207.407634,0.00991511344909668,00DC050000,T,0.00033211708068847656
1756294207.417746,0.01011204719543457,00DC050000,T,0.00019693374633789062
1756294207.427947,0.010200977325439453,00DC050000,T,8.893013000488281e-05
1756294207.437841,0.00989389419555664,00DC050000,T,0.0003070831298828125
1756294207.447741,0.009900093078613281,00DC050000,T,6.198883056640625e-06
1756294207.457864,0.010123014450073242,00DC050000,T,0.00022292137145996094
1756294207.468109,0.01024484634399414,00DC050000,T,0.00012183189392089844
1756294207.477968,0.009859085083007812,00DC050000,T,0.0003857612609863281
1756294207.488075,0.010107040405273438,00DC050000,T,0.000247955322265625
1756294207.497887,0.009811878204345703,00DC050000,T,0.0002951622009277344
1756294207.508086,0.01019906997680664,00DC050000,T,0.0003871917724609375
1756294207.518052,0.009966135025024414,00DC050000,T,0.00023293495178222656
1756294207.52866,0.01060795783996582,00DC050000,T,0.0006418228149414062
1756294207.537961,0.009300947189331055,00DC050000,T,0.0013070106506347656
1756294207.548013,0.010051965713500977,00DC050000,T,0.0007510185241699219
1756294207.558022,0.010009050369262695,00DC050000,T,4.291534423828125e-05
1756294207.568113,0.010091066360473633,00DC050000,T,8.20159912109375e-05
1756294207.577966,0.009852886199951172,00DC050000,T,0.00023818016052246094
1756294207.587982,0.01001596450805664,00DC050000,T,0.00016307830810546875
1756294207.598049,0.010066986083984375,00DC050000,T,5.1021575927734375e-05
1756294207.608079,0.010030031204223633,00DC050000,T,3.695487976074219e-05
1756294207.618069,0.00998997688293457,00DC050000,T,4.00543212890625e-05
1756294207.627815,0.009746074676513672,00DC050000,T,0.00024390220642089844
1756294207.63809,0.010274887084960938,00DC050000,T,0.0005288124084472656
1756294207.647987,0.009896993637084961,00DC050000,T,0.00037789344787597656
1756294207.657953,0.009966135025024414,00DC050000,T,6.914138793945312e-05
1756294207.667956,0.010003089904785156,00DC050000,T,3.695487976074219e-05
1756294207.677977,0.010020971298217773,00DC050000,T,1.7881393432617188e-05
1756294207.6881,0.010123014450073242,00DC050000,T,0.00010204315185546875
1756294207.697873,0.009773015975952148,00DC050000,T,0.00034999847412109375
1756294207.70811,0.010236978530883789,00DC050000,T,0.0004639625549316406
1756294207.718027,0.009917020797729492,00DC050000,T,0.0003199577331542969
1756294207.7281,0.010072946548461914,00DC050000,T,0.00015592575073242188
1756294207.738112,0.010011911392211914,00DC050000,T,6.103515625e-05
1756294207.747935,0.009823083877563477,00DC050000,T,0.0001888275146484375
1756294207.758142,0.010206937789916992,00DC050000,T,0.0003838539123535156
1756294207.76784,0.009697914123535156,00DC050000,T,0.0005090236663818359
1756294207.777989,0.010149002075195312,00DC050000,T,0.00045108795166015625
1756294207.787891,0.009902000427246094,00DC050000,T,0.00024700164794921875
1756294207.797839,0.009948015213012695,00DC050000,T,4.601478576660156e-05
1756294207.807605,0.009766101837158203,00DC050000,T,0.0001819133758544922
1756294207.817928,0.010323047637939453,00DC050000,T,0.00055694580078125
1756294207.827911,0.009982824325561523,00DC050000,T,0.0003402233123779297
1756294207.83812,0.010209083557128906,00DC050000,T,0.0002262592315673828
