timestamp,interval,data,direction,jitter
1756294207.848102,0.009982109069824219,00DC050000,T,0.0002269744873046875
1756294207.857891,0.009788990020751953,00DC050000,T,0.00019311904907226562
1756294207.868083,0.010191917419433594,00DC050000,T,0.0004029273986816406
1756294207.878128,0.010045051574707031,00DC050000,T,0.0001468658447265625
1756294207.888141,0.01001286506652832,00DC050000,T,3.218650817871094e-05
1756294207.898098,0.009957075119018555,00DC050000,T,5.5789947509765625e-05
1756294207.908001,0.0099029541015625,00DC050000,T,5.412101745605469e-05
1756294207.918125,0.010123968124389648,00DC050000,T,0.00022101402282714844
1756294207.928075,0.00995016098022461,00DC050000,T,0.00017380714416503906
1756294207.937943,0.00986790657043457,00DC050000,T,8.225440979003906e-05
1756294207.948101,0.010158061981201172,00DC050000,T,0.00029015541076660156
1756294207.958102,0.010000944137573242,00DC050000,T,0.0001571178436279297
1756294207.968482,0.010380029678344727,00DC050000,T,0.0003790855407714844
1756294207.977815,0.009332895278930664,00DC050000,T,0.0010471343994140625
1756294207.988093,0.010277986526489258,00DC050000,T,0.0009450912475585938
1756294207.997933,0.009840011596679688,00DC050000,T,0.0004379749298095703
1756294208.007755,0.00982213020324707,00DC050000,T,1.7881393432617188e-05
1756294208.018102,0.01034688949584961,00DC050000,T,0.0005247592926025391
1756294208.028118,0.01001596450805664,00DC050000,T,0.00033092498779296875
1756294208.037962,0.009844064712524414,00DC050000,T,0.00017189979553222656
1756294208.047929,0.00996708869934082,00DC050000,T,0.00012302398681640625
1756294208.058084,0.010154962539672852,00DC050000,T,0.00018787384033203125
1756294208.067971,0.009886980056762695,00DC050000,T,0.00026798248291015625
1756294208.078478,0.01050710678100586,00DC050000,T,0.0006201267242431641
1756294208.088121,0.009642839431762695,00DC050000,T,0.0008642673492431641
1756294208.098107,0.009986162185668945,00DC050000,T,0.00034332275390625
1756294208.108036,0.00992894172668457,00DC050000,T,5.7220458984375e-05
1756294208.118133,0.010097026824951172,00DC050000,T,0.00016808509826660156
1756294208.128035,0.009902000427246094,00DC050000,T,0.00019502639770507812
1756294208.138025,0.00998997688293457,00DC050000,T,8.797645568847656e-05
1756294208.148098,0.010072946548461914,00DC050000,T,8.296966552734375e-05
1756294208.158102,0.010004043579101562,00DC050000,T,6.890296936035156e-05
1756294208.168067,0.009964942932128906,00DC050000,T,3.910064697265625e-05
1756294208.177797,0.009730100631713867,00DC050000,T,0.00023484230041503906
1756294208.188096,0.010298967361450195,00DC050000,T,0.0005688667297363281
1756294208.198142,0.010046005249023438,00DC050000,T,0.0002529621124267578
1756294208.208099,0.009956836700439453,00DC050000,T,8.916854858398438e-05
1756294208.2181,0.010001182556152344,00DC050000,T,4.4345855712890625e-05
1756294208.228097,0.009996891021728516,00DC050000,T,4.291534423828125e-06
1756294208.23808,0.009983062744140625,00DC050000,T,1.3828277587890625e-05
1756294208.247989,0.009908914566040039,00DC050000,T,7.414817810058594e-05
1756294208.258224,0.010235071182250977,00DC050000,T,0.0003261566162109375
1756294208.26785,0.009625911712646484,00DC050000,T,0.0006091594696044922
1756294208.278107,0.01025700569152832,00DC050000,T,0.0006310939788818359
1756294208.288005,0.009898185729980469,00DC050000,T,0.00035881996154785156
1756294208.298098,0.010092973709106445,00DC050000,T,0.00019478797912597656
1756294208.307726,0.009627819061279297,00DC050000,T,0.00046515464782714844
1756294208.318112,0.010385990142822266,00DC050000,T,0.0007581710815429688
1756294208.327864,0.009752035140991211,00DC050000,T,0.0006339550018310547
1756294208.338624,0.010760068893432617,00DC050000,T,0.0010080337524414062
1756294208.347768,0.009144067764282227,00DC050000,T,0.0016160011291503906
1756294208.358097,0.010329008102416992,00DC050000,T,0.0011849403381347656
1756294208.368127,0.010030031204223633,00DC050000,T,0.0002989768981933594
1756294208.378093,0.009965896606445312,00DC050000,T,6.413459777832031e-05
1756294208.387807,0.009713888168334961,00DC050000,T,0.00025200843811035156
1756294208.397877,0.010070085525512695,00DC050000,T,0.0003561973571777344
1756294208.407939,0.010061979293823242,00DC050000,T,8.106231689453125e-06
1756294208.418033,0.010093927383422852,00DC050000,T,3.1948089599609375e-05
1756294208.428096,0.01006317138671875,00DC050000,T,3.075599670410156e-05
1756294208.437921,0.009824991226196289,00DC050000,T,0.00023818016052246094
1756294208.447891,0.009969949722290039,00DC050000,T,0.00014495849609375
1756294208.457698,0.009807109832763672,00DC050000,T,0.0001628398895263672
1756294208.468463,0.010764837265014648,00DC050000,T,0.0009577274322509766
1756294208.478092,0.009629011154174805,00DC050000,T,0.0011358261108398438
1756294208.488095,0.010003089904785156,00DC050000,T,0.00037407875061035156
1756294208.498002,0.009907007217407227,00DC050000,T,9.608268737792969e-05
1756294208.507923,0.009920835494995117,00DC050000,T,1.3828277587890625e-05
1756294208.518064,0.010141134262084961,00DC050000,T,0.00022029876708984375
1756294208.527936,0.009871959686279297,00DC050000,T,0.00026917457580566406
1756294208.538096,0.010159969329833984,00DC050000,T,0.0002880096435546875
1756294208.547817,0.009721040725708008,00DC050000,T,0.00043892860412597656
1756294208.558222,0.01040506362915039,00DC050000,T,0.0006840229034423828
1756294208.567911,0.009688854217529297,00DC050000,T,0.0007162094116210938
1756294208.578121,0.010210037231445312,00DC050000,T,0.0005211830139160156
1756294208.58787,0.00974893569946289,00DC050000,T,0.0004611015319824219
1756294208.598279,0.010409116744995117,00DC050000,T,0.0006601810455322266
1756294208.607837,0.009557962417602539,00DC050000,T,0.0008511543273925781
1756294208.618439,0.010601997375488281,00DC050000,T,0.0010440349578857422
1756294208.628048,0.009608983993530273,00DC050000,T,0.0009930133819580078
1756294208.637855,0.009807109832763672,00DC050000,T,0.00019812583923339844
1756294208.647776,0.009920835494995117,00DC050000,T,0.00011372566223144531
1756294208.657939,0.010163068771362305,00DC050000,T,0.0002422332763671875
1756294208.668134,0.010195016860961914,00DC050000,T,3.1948089599609375e-05
1756294208.67805,0.009916067123413086,00DC050000,T,0.0002789497375488281
1756294208.68813,0.01007986068725586,00DC050000,T,0.00016379356384277344
1756294208.6979,0.00977015495300293,00DC050000,T,0.0003097057342529297
1756294208.708097,0.010196924209594727,00DC050000,T,0.0004267692565917969
1756294208.718097,0.009999990463256836,00DC050000,T,0.00019693374633789062
1756294208.728025,0.009927988052368164,00DC050000,T,7.200241088867188e-05
1756294208.738044,0.010019063949584961,00DC050000,T,9.107589721679688e-05
1756294208.74793,0.009886026382446289,00DC050000,T,0.00013303756713867188
1756294208.758112,0.010181903839111328,00DC050000,T,0.00029587745666503906
1756294208.767941,0.009829044342041016,00DC050000,T,0.0003528594970703125
1756294208.777921,0.009979963302612305,00DC050000,T,0.00015091896057128906
1756294208.787717,0.009796142578125,00DC050000,T,0.0001838207244873047
1756294208.79793,0.010212898254394531,00DC050000,T,0.00041675567626953125
1756294208.807809,0.009879112243652344,00DC050000,T,0.0003337860107421875
1756294208.818099,0.010289907455444336,00DC050000,T,0.0004107952117919922
1756294208.827865,0.009765863418579102,00DC050000,T,0.0005240440368652344
1756294208.837865,0.010000228881835938,00DC050000,T,0.00023436546325683594
1756294208.847955,0.010089874267578125,00DC050000,T,8.96453857421875e-05
1756294208.857868,0.009912967681884766,00DC050000,T,0.00017690658569335938
1756294208.86775,0.009881973266601562,00DC050000,T,3.0994415283203125e-05
1756294208.877923,0.01017308235168457,00DC050000,T,0.0002911090850830078
1756294208.887975,0.010051965713500977,00DC050000,T,0.00012111663818359375
1756294208.898099,0.010123968124389648,00DC050000,T,7.200241088867188e-05
1756294208.907762,0.009663105010986328,00DC050000,T,0.0004608631134033203
1756294208.91807,0.010308027267456055,00DC050000,T,0.0006449222564697266
1756294208.928006,0.009935855865478516,00DC050000,T,0.00037217140197753906
1756294208.937911,0.009905099868774414,00DC050000,T,3.075599670410156e-05
1756294208.947683,0.009772062301635742,00DC050000,T,0.00013303756713867188
1756294208.957818,0.01013493537902832,00DC050000,T,0.0003628730773925781
1756294208.968107,0.01028895378112793,00DC050000,T,0.00015401840209960938
1756294208.977986,0.009879112243652344,00DC050000,T,0.00040984153747558594
1756294208.987886,0.00989985466003418,00DC050000,T,2.0742416381835938e-05
1756294208.997803,0.009917020797729492,00DC050000,T,1.71661376953125e-05
1756294209.007813,0.010010004043579102,00DC050000,T,9.298324584960938e-05
1756294209.017868,0.010055065155029297,00DC050000,T,4.506111145019531e-05
1756294209.028129,0.010261058807373047,00DC050000,T,0.00020599365234375
1756294209.038118,0.009988784790039062,00DC050000,T,0.0002722740173339844
1756294209.04794,0.00982213020324707,00DC050000,T,0.0001666545867919922
1756294209.05795,0.010010004043579102,00DC050000,T,0.00018787384033203125
1756294209.067942,0.009991884231567383,00DC050000,T,1.811981201171875e-05
1756294209.078128,0.010186195373535156,00DC050000,T,0.00019431114196777344
1756294209.087802,0.009673833847045898,00DC050000,T,0.0005123615264892578
1756294209.097941,0.010138988494873047,00DC050000,T,0.00046515464782714844
1756294209.108042,0.010101079940795898,00DC050000,T,3.790855407714844e-05
1756294209.118074,0.010031938552856445,00DC050000,T,6.914138793945312e-05
1756294209.128037,0.009963035583496094,00DC050000,T,6.890296936035156e-05
1756294209.137932,0.009895086288452148,00DC050000,T,6.794929504394531e-05
1756294209.147994,0.010061979293823242,00DC050000,T,0.00016689300537109375
1756294209.158081,0.010087013244628906,00DC050000,T,2.5033950805664062e-05
1756294209.168115,0.010033845901489258,00DC050000,T,5.316734313964844e-05
1756294209.178069,0.009954214096069336,00DC050000,T,7.963180541992188e-05
1756294209.188019,0.009949922561645508,00DC050000,T,4.291534423828125e-06
1756294209.19781,0.009790897369384766,00DC050000,T,0.0001590251922607422
1756294209.20811,0.010300159454345703,00DC050000,T,0.0005092620849609375
1756294209.218209,0.010098934173583984,00DC050000,T,0.00020122528076171875
1756294209.228006,0.009796857833862305,00DC050000,T,0.0003020763397216797
1756294209.238069,0.01006317138671875,00DC050000,T,0.0002663135528564453
1756294209.248495,0.010426044464111328,00DC050000,T,0.0003628730773925781
1756294209.257943,0.009447813034057617,00DC050000,T,0.000978231430053711
1756294209.268112,0.010169029235839844,00DC050000,T,0.0007212162017822266
1756294209.278176,0.010064125061035156,00DC050000,T,0.0001049041748046875
1756294209.288107,0.009930849075317383,00DC050000,T,0.00013327598571777344
1756294209.298024,0.009917020797729492,00DC050000,T,1.3828277587890625e-05
1756294209.30814,0.010116100311279297,00DC050000,T,0.0001990795135498047
1756294209.317903,0.009763002395629883,00DC050000,T,0.00035309791564941406
1756294209.328121,0.010217905044555664,00DC050000,T,0.00045490264892578125
1756294209.338094,0.00997304916381836,00DC050000,T,0.0002448558807373047
1756294209.347907,0.009813070297241211,00DC050000,T,0.00015997886657714844
1756294209.357849,0.009941816329956055,00DC050000,T,0.00012874603271484375
1756294209.367965,0.010116100311279297,00DC050000,T,0.0001742839813232422
1756294209.378134,0.010169029235839844,00DC050000,T,5.2928924560546875e-05
1756294209.387972,0.009838104248046875,00DC050000,T,0.00033092498779296875
1756294209.397847,0.009874820709228516,00DC050000,T,3.6716461181640625e-05
1756294209.407831,0.009984016418457031,00DC050000,T,0.00010919570922851562
1756294209.417852,0.010020971298217773,00DC050000,T,3.695487976074219e-05
1756294209.427955,0.010102987289428711,00DC050000,T,8.20159912109375e-05
1756294209.438121,0.010166168212890625,00DC050000,T,6.318092346191406e-05
1756294209.448256,0.01013493537902832,00DC050000,T,3.123283386230469e-05
1756294209.457818,0.009562015533447266,00DC050000,T,0.0005729198455810547
1756294209.467848,0.010030031204223633,00DC050000,T,0.0004680156707763672
1756294209.478428,0.010579824447631836,00DC050000,T,0.0005497932434082031
1756294209.48812,0.009692192077636719,00DC050000,T,0.0008876323699951172
1756294209.497865,0.009744882583618164,00DC050000,T,5.269050598144531e-05
1756294209.507745,0.00988006591796875,00DC050000,T,0.00013518333435058594
1756294209.518157,0.010411977767944336,00DC050000,T,0.0005319118499755859
1756294209.527893,0.009736061096191406,00DC050000,T,0.0006759166717529297
1756294209.538165,0.010272026062011719,00DC050000,T,0.0005359649658203125
1756294209.547966,0.009800910949707031,00DC050000,T,0.0004711151123046875
1756294209.558115,0.010149002075195312,00DC050000,T,0.00034809112548828125
1756294209.568131,0.01001596450805664,00DC050000,T,0.00013303756713867188
1756294209.577909,0.009778022766113281,00DC050000,T,0.00023794174194335938
1756294209.588108,0.01019906997680664,00DC050000,T,0.0004210472106933594
1756294209.59788,0.00977182388305664,00DC050000,T,0.00042724609375
1756294209.607825,0.009945154190063477,00DC050000,T,0.00017333030700683594
1756294209.618123,0.010298013687133789,00DC050000,T,0.0003528594970703125
1756294209.62789,0.00976705551147461,00DC050000,T,0.0005309581756591797
1756294209.637829,0.009938955307006836,00DC050000,T,0.00017189979553222656
1756294209.647728,0.009898900985717773,00DC050000,T,4.00543212890625e-05
1756294209.657919,0.010190963745117188,00DC050000,T,0.00029206275939941406
1756294209.667886,0.00996708869934082,00DC050000,T,0.0002238750457763672
1756294209.678013,0.010127067565917969,00DC050000,T,0.00015997886657714844
1756294209.688102,0.010088920593261719,00DC050000,T,3.814697265625e-05
1756294209.697888,0.009785890579223633,00DC050000,T,0.00030303001403808594
1756294209.707872,0.009984016418457031,00DC050000,T,0.00019812583923339844
1756294209.718011,0.010138988494873047,00DC050000,T,0.00015497207641601562
1756294209.728058,0.010047197341918945,00DC050000,T,9.179115295410156e-05
1756294209.738099,0.010040998458862305,00DC050000,T,6.198883056640625e-06
1756294209.748099,0.009999990463256836,00DC050000,T,4.100799560546875e-05
1756294209.758321,0.01022195816040039,00DC050000,T,0.0002219676971435547
1756294209.768232,0.009911060333251953,00DC050000,T,0.0003108978271484375
1756294209.777772,0.00953984260559082,00DC050000,T,0.0003712177276611328
1756294209.787958,0.010185956954956055,00DC050000,T,0.0006461143493652344
1756294209.797986,0.01002812385559082,00DC050000,T,0.00015783309936523438
1756294209.807866,0.00988006591796875,00DC050000,T,0.0001480579376220703
