BlockIO,CPUPerc,Container,ID,MemPerc,MemUsage,Name,NetIO,PIDs,timestamp
20.5MB / 8.19kB,0.00%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:54:57.089455
20.5MB / 8.19kB,0.00%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:54:57.089484
20.5MB / 8.19kB,0.00%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:54:57.588690
20.5MB / 8.19kB,0.00%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:54:57.588709
20.5MB / 8.19kB,3.92%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:54:58.088869
20.5MB / 8.19kB,3.92%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:54:58.088888
20.5MB / 8.19kB,3.92%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:54:58.589186
20.5MB / 8.19kB,3.92%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:54:58.589205
20.5MB / 8.19kB,3.94%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:54:59.088838
20.5MB / 8.19kB,3.94%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:54:59.088853
20.5MB / 8.19kB,3.94%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:54:59.589624
20.5MB / 8.19kB,3.94%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:54:59.589640
20.5MB / 8.19kB,3.95%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:00.089119
20.5MB / 8.19kB,3.95%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:00.089135
20.5MB / 8.19kB,3.95%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:00.589462
20.5MB / 8.19kB,3.95%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:00.589479
20.5MB / 8.19kB,3.95%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:01.089017
20.5MB / 8.19kB,3.95%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:01.089040
20.5MB / 8.19kB,3.95%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:01.589332
20.5MB / 8.19kB,3.95%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:01.589348
20.5MB / 12.3kB,3.86%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:02.089500
20.5MB / 12.3kB,3.86%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:02.089515
20.5MB / 12.3kB,3.86%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:02.589102
20.5MB / 12.3kB,3.86%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:02.589116
20.5MB / 12.3kB,4.59%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:03.089345
20.5MB / 12.3kB,4.59%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:03.089369
20.5MB / 12.3kB,4.59%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:03.589033
20.5MB / 12.3kB,4.59%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:03.589048
20.5MB / 12.3kB,3.93%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:04.089421
20.5MB / 12.3kB,3.93%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:04.089440
20.5MB / 12.3kB,3.93%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:04.589053
20.5MB / 12.3kB,3.93%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:04.589070
20.5MB / 12.3kB,4.61%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:05.088737
20.5MB / 12.3kB,4.61%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:05.088756
20.5MB / 12.3kB,4.61%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:05.589606
20.5MB / 12.3kB,4.61%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:05.589621
20.5MB / 12.3kB,3.90%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:06.088760
20.5MB / 12.3kB,3.90%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:06.088775
20.5MB / 12.3kB,3.90%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:06.589446
20.5MB / 12.3kB,3.90%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:06.589462
20.5MB / 12.3kB,3.88%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:07.089272
20.5MB / 12.3kB,3.88%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:07.089289
20.5MB / 12.3kB,3.88%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:07.588938
20.5MB / 12.3kB,3.88%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:07.588954
20.5MB / 12.3kB,3.95%,a5c9a3464db9,a5c9a3464db9,0.49%,77.16MiB / 15.41GiB,rover-ros-gateway,0B / 0B,20,2025-08-27T13:55:08.088813
