BlockIO,CPUPerc,Container,ID,MemPerc,MemUsage,Name,NetIO,PIDs,timestamp
32.6MB / 41kB,0.00%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:16.745559
32.6MB / 41kB,0.00%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:16.745586
32.6MB / 41kB,0.00%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:17.244942
32.6MB / 41kB,0.00%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:17.244957
32.6MB / 41kB,7.33%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:17.745096
32.6MB / 41kB,7.33%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:17.745112
32.6MB / 41kB,7.33%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:18.244805
32.6MB / 41kB,7.33%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:18.244820
32.6MB / 41kB,7.45%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:18.744904
32.6MB / 41kB,7.45%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:18.744927
32.6MB / 41kB,7.45%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:19.244590
32.6MB / 41kB,7.45%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:19.244607
32.6MB / 41kB,7.19%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:19.745490
32.6MB / 41kB,7.19%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:19.745506
32.6MB / 41kB,7.19%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:20.245144
32.6MB / 41kB,7.19%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:20.245159
32.6MB / 41kB,7.16%,5f01356d9621,5f01356d9621,1.62%,255.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:20.745199
32.6MB / 41kB,7.16%,5f01356d9621,5f01356d9621,1.62%,255.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:20.745220
32.6MB / 41kB,7.16%,5f01356d9621,5f01356d9621,1.62%,255.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:21.244781
32.6MB / 41kB,7.16%,5f01356d9621,5f01356d9621,1.62%,255.7MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:21.244798
32.6MB / 41kB,7.29%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:21.745459
32.6MB / 41kB,7.29%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:21.745474
32.6MB / 41kB,7.29%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:22.244990
32.6MB / 41kB,7.29%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:22.245010
32.6MB / 41kB,7.19%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:22.745160
32.6MB / 41kB,7.19%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:22.745177
32.6MB / 41kB,7.19%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:23.244769
32.6MB / 41kB,7.19%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:23.244792
32.6MB / 41kB,6.95%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:23.744970
32.6MB / 41kB,6.95%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:23.744986
32.6MB / 41kB,6.95%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:24.245377
32.6MB / 41kB,6.95%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:24.245393
32.6MB / 41kB,7.04%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:24.745492
32.6MB / 41kB,7.04%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:24.745519
32.6MB / 41kB,7.04%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:25.245152
32.6MB / 41kB,7.04%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:25.245167
32.6MB / 41kB,6.86%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:25.744572
32.6MB / 41kB,6.86%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:25.744589
32.6MB / 41kB,6.86%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:26.245368
32.6MB / 41kB,6.86%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:26.245382
32.6MB / 41kB,6.92%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:26.744614
32.6MB / 41kB,6.92%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:26.744637
32.6MB / 41kB,6.92%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:27.245403
32.6MB / 41kB,6.92%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:27.245427
32.6MB / 41kB,6.93%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:27.744818
32.6MB / 41kB,6.93%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:27.744833
32.6MB / 41kB,6.93%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:28.245576
32.6MB / 41kB,6.93%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:28.245592
32.6MB / 41kB,6.67%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:28.744825
32.6MB / 41kB,6.67%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:28.744843
32.6MB / 41kB,6.67%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:29.244650
32.6MB / 41kB,6.67%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:29.244666
32.6MB / 41kB,6.54%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:29.745096
32.6MB / 41kB,6.54%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:29.745112
32.6MB / 41kB,6.54%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:30.244800
32.6MB / 41kB,6.54%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:30.244815
32.6MB / 41kB,6.68%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:30.745697
32.6MB / 41kB,6.68%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:30.745722
32.6MB / 41kB,6.68%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:31.244818
32.6MB / 41kB,6.68%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:31.244834
32.6MB / 41kB,6.47%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:31.745276
32.6MB / 41kB,6.47%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:31.745291
32.6MB / 41kB,6.47%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:32.245030
32.6MB / 41kB,6.47%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:32.245051
32.6MB / 41kB,6.30%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:32.744747
32.6MB / 41kB,6.30%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:32.744773
32.6MB / 41kB,6.30%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:33.244632
32.6MB / 41kB,6.30%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:33.244646
32.6MB / 41kB,6.74%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:33.744861
32.6MB / 41kB,6.74%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:33.744876
32.6MB / 41kB,6.74%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:34.245642
32.6MB / 41kB,6.74%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:34.245665
32.6MB / 41kB,6.47%,5f01356d9621,5f01356d9621,1.62%,255.5MiB / 15.41GiB,rover-ros-gateway,0B / 0B,84,2025-08-27T14:00:34.744896
