can_timestamp,ros_timestamp,latency,jitter
1756297978.708423,1756297978.7085679,0.00014495849609375,
1756297978.71689,1756297978.717022,0.00013184547424316406,1.3113021850585938e-05
1756297978.725559,1756297978.7260327,0.0004737377166748047,0.0003418922424316406
1756297978.733833,1756297978.7339156,8.249282836914062e-05,0.00039124488830566406
1756297978.742654,1756297978.7429135,0.0002593994140625,0.00017690658569335938
1756297978.751018,1756297978.7511723,0.00015425682067871094,0.00010514259338378906
1756297978.75966,1756297978.759872,0.00021195411682128906,5.7697296142578125e-05
1756297978.767881,1756297978.7679515,7.05718994140625e-05,0.00014138221740722656
1756297978.776691,1756297978.7767792,8.821487426757812e-05,1.7642974853515625e-05
1756297978.784894,1756297978.784971,7.700920104980469e-05,1.1205673217773438e-05
1756297978.793677,1756297978.7937431,6.604194641113281e-05,1.0967254638671875e-05
1756297978.801983,1756297978.802058,7.486343383789062e-05,8.821487426757812e-06
1756297978.810654,1756297978.8107977,0.0001437664031982422,6.890296936035156e-05
1756297978.819099,1756297978.819176,7.700920104980469e-05,6.67572021484375e-05
1756297978.827808,1756297978.8279123,0.00010442733764648438,2.7418136596679688e-05
1756297978.835991,1756297978.8360727,8.177757263183594e-05,2.2649765014648438e-05
1756297978.844677,1756297978.844761,8.392333984375e-05,2.1457672119140625e-06
1756297978.853089,1756297978.85326,0.0001709461212158203,8.702278137207031e-05
1756297978.861718,1756297978.861781,6.29425048828125e-05,0.00010800361633300781
1756297978.869995,1756297978.87006,6.4849853515625e-05,1.9073486328125e-06
1756297978.878818,1756297978.87891,9.202957153320312e-05,2.7179718017578125e-05
1756297978.887016,1756297978.8870735,5.745887756347656e-05,3.457069396972656e-05
1756297978.89586,1756297978.896041,0.00018095970153808594,0.00012350082397460938
1756297978.904045,1756297978.9041035,5.841255187988281e-05,0.00012254714965820312
1756297978.912805,1756297978.912886,8.082389831542969e-05,2.2411346435546875e-05
1756297978.921589,1756297978.9216704,8.153915405273438e-05,7.152557373046875e-07
1756297978.929816,1756297978.9298816,6.556510925292969e-05,1.5974044799804688e-05
1756297978.938136,1756297978.9382465,0.00011038780212402344,4.482269287109375e-05
1756297978.94686,1756297978.946915,5.4836273193359375e-05,5.555152893066406e-05
1756297978.955148,1756297978.9552295,8.153915405273438e-05,2.6702880859375e-05
1756297978.963996,1756297978.964061,6.508827209472656e-05,1.6450881958007812e-05
1756297978.972208,1756297978.9722888,8.082389831542969e-05,1.5735626220703125e-05
1756297978.98102,1756297978.9811018,8.177757263183594e-05,9.5367431640625e-07
1756297978.98916,1756297978.9892204,6.031990051269531e-05,2.1457672119140625e-05
1756297978.998099,1756297978.9981751,7.605552673339844e-05,1.5735626220703125e-05
1756297979.006336,1756297979.0065067,0.00017070770263671875,9.465217590332031e-05
1756297979.015038,1756297979.0151052,6.723403930664062e-05,0.00010347366333007812
1756297979.023285,1756297979.0234127,0.0001277923583984375,6.0558319091796875e-05
1756297979.032015,1756297979.0320845,6.937980651855469e-05,5.841255187988281e-05
1756297979.040499,1756297979.0406816,0.00018262863159179688,0.00011324882507324219
1756297979.049041,1756297979.0491047,6.365776062011719e-05,0.00011897087097167969
1756297979.057409,1756297979.057583,0.00017404556274414062,0.00011038780212402344
1756297979.066107,1756297979.0662985,0.0001914501190185547,1.7404556274414062e-05
1756297979.074439,1756297979.0746856,0.0002465248107910156,5.507469177246094e-05
1756297979.083138,1756297979.0833383,0.0002002716064453125,4.6253204345703125e-05
1756297979.091476,1756297979.0916705,0.000194549560546875,5.7220458984375e-06
1756297979.100184,1756297979.1003168,0.0001327991485595703,6.175041198730469e-05
1756297979.108549,1756297979.1087484,0.00019931793212890625,6.651878356933594e-05
1756297979.117435,1756297979.117619,0.00018405914306640625,1.52587890625e-05
1756297979.125491,1756297979.1256888,0.00019788742065429688,1.3828277587890625e-05
1756297979.134268,1756297979.1345325,0.0002644062042236328,6.651878356933594e-05
1756297979.142518,1756297979.1426954,0.0001773834228515625,8.702278137207031e-05
1756297979.151273,1756297979.151474,0.0002009868621826172,2.3603439331054688e-05
1756297979.159795,1756297979.1600068,0.0002117156982421875,1.0728836059570312e-05
1756297979.168296,1756297979.1685605,0.0002644062042236328,5.269050598144531e-05
1756297979.176586,1756297979.1766791,9.322166442871094e-05,0.00017118453979492188
1756297979.185334,1756297979.1855233,0.00018930435180664062,9.608268737792969e-05
1756297979.193664,1756297979.1938572,0.00019311904907226562,3.814697265625e-06
1756297979.202307,1756297979.2024524,0.00014543533325195312,4.76837158203125e-05
1756297979.210637,1756297979.2108192,0.00018215179443359375,3.6716461181640625e-05
1756297979.219389,1756297979.2196681,0.0002791881561279297,9.703636169433594e-05
1756297979.227625,1756297979.227729,0.00010418891906738281,0.00017499923706054688
1756297979.236416,1756297979.236478,6.198883056640625e-05,4.220008850097656e-05
1756297979.244757,1756297979.244934,0.00017714500427246094,0.00011515617370605469
1756297979.253506,1756297979.2537143,0.00020837783813476562,3.123283386230469e-05
1756297979.261657,1756297979.2618067,0.00014972686767578125,5.8650970458984375e-05
1756297979.270495,1756297979.2707715,0.0002765655517578125,0.00012683868408203125
1756297979.278794,1756297979.2790613,0.00026726722717285156,9.298324584960938e-06
1756297979.287574,1756297979.2877524,0.00017833709716796875,8.893013000488281e-05
1756297979.295736,1756297979.29599,0.00025391578674316406,7.557868957519531e-05
1756297979.30515,1756297979.3053393,0.00018930435180664062,6.461143493652344e-05
1756297979.312954,1756297979.3132267,0.0002727508544921875,8.344650268554688e-05
1756297979.322188,1756297979.3223765,0.00018858909606933594,8.416175842285156e-05
1756297979.329947,1756297979.3302107,0.0002636909484863281,7.510185241699219e-05
1756297979.33857,1756297979.3387516,0.00018143653869628906,8.225440979003906e-05
1756297979.34684,1756297979.3469417,0.00010180473327636719,7.963180541992188e-05
1756297979.355656,1756297979.3559408,0.0002849102020263672,0.00018310546875
1756297979.363879,1756297979.3640544,0.00017547607421875,0.00010943412780761719
1756297979.372637,1756297979.3727713,0.0001342296600341797,4.124641418457031e-05
1756297979.381015,1756297979.3811724,0.00015735626220703125,2.3126602172851562e-05
1756297979.389719,1756297979.3899977,0.00027871131896972656,0.00012135505676269531
1756297979.39791,1756297979.3980424,0.0001323223114013672,0.00014638900756835938
1756297979.406582,1756297979.4068165,0.00023436546325683594,0.00010204315185546875
1756297979.414929,1756297979.4151492,0.00022029876708984375,1.4066696166992188e-05
1756297979.423646,1756297979.4237468,0.00010085105895996094,0.00011944770812988281
1756297979.432256,1756297979.4324584,0.00020241737365722656,0.00010156631469726562
1756297979.440947,1756297979.441142,0.00019502639770507812,7.3909759521484375e-06
1756297979.449038,1756297979.4491649,0.00012683868408203125,6.818771362304688e-05
1756297979.457726,1756297979.4578228,9.679794311523438e-05,3.0040740966796875e-05
1756297979.466099,1756297979.4663785,0.00027942657470703125,0.00018262863159179688
1756297979.474775,1756297979.4749389,0.00016379356384277344,0.00011563301086425781
1756297979.483094,1756297979.4832487,0.00015473365783691406,9.059906005859375e-06
1756297979.491838,1756297979.4919372,9.918212890625e-05,5.555152893066406e-05
